,Text,Emotion,Flag,Category,Flag_type,,,,,,,,,,,,,,,,,,,,
,Why do I ever think you will actually be competent?,Disgust,Red_Flag,condescending,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,Why do you always act like a crazy person?,Disgust,Red_Flag,manipulation,Active_abuse,,,,,,,,,,,,,,,,,,,,
,Why do you always hide your phone from me?,Angry,Red_Flag,trust_issues,Active_abuse,,,,,,,,,,,,,,,,,,,,
,Why do you always make things up?,Angry,Red_Flag,manipulation,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,"Why do you always misinterpret everything? You know I love you, baby. ",frustration,Red_Flag,manipulation,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,Why do you always need to talk to other people?,Disgust,Red_Flag,trust_issues,Love_Bombing,,,,,,,,,,,,,,,,,,,,
,Why do you always twist things around?,Disgust,Red_Flag,manipulation,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,Why do you love me? I do not feel like you love me.,Sad,Red_Flag,manipulation,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,Why do you need a password on your computer?,frustration,Red_Flag,trust_issues,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,Why do you need to see your family?,Angry,Red_Flag,isolating,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,Why do you need to talk to them?,Angry,Red_Flag,trust_issues,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,Why do you think you need anyone but me?,frustration,Red_Flag,trust_issues,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,why should I introduce you as my girlfriend,Disgust,Red_Flag,trust_issues,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,Why were you looking at that guy?,Angry,Red_Flag,trust_issues,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,Why were you looking at them?,Angry,Red_Flag,trust_issues,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,Why were you out so late?,Angry,Red_Flag,trust_issues,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,Why were you talking to them for so long?,Angry,Red_Flag,trust_issues,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,Why were you talking to them?,Angry,Red_Flag,trust_issues,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,Why'd you change your phone password?,Angry,Red_Flag,trust_issues,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,will you be my beta,Normal,Red_Flag,manipulation,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,you act so suspicious.,Angry,Red_Flag,trust_issues,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,You always act like a stupid whore.,Angry,Red_Flag,condescending,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,You always have something to hide.,Disgust,Red_Flag,trust_issues,Active_abuse,,,,,,,,,,,,,,,,,,,,
,You always hide things from me.,Disgust,Red_Flag,trust_issues,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,You always make me doubt you.,frustration,Red_Flag,trust_issues,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,You always make me feel guilty.,frustration,Red_Flag,manipulation,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,You always make things difficult for me.,frustration,Red_Flag,manipulation,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,You always make things worse.,Angry,Red_Flag,manipulation,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,You always mess things up.,Disgust,Red_Flag,manipulation,Active_abuse,,,,,,,,,,,,,,,,,,,,
,You always put me in a bad position.,Angry,Red_Flag,manipulation,Active_abuse,,,,,,,,,,,,,,,,,,,,
,You always tell lies about me to everyone.,Angry,Red_Flag,trust_issues,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,You always twist what happened. You know I didn't actually hurt you.,frustration,Red_Flag,threatening,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,You are a dumb whore.,Angry,Red_Flag,condescending,Active_abuse,,,,,,,,,,,,,,,,,,,,
,You are about to see my bad side. ,Angry,Red_Flag,threatening,Active_abuse,,,,,,,,,,,,,,,,,,,,
,You are crazy.  You are lucky I put up with you. ,Disgust,Red_Flag,manipulation,Active_abuse,,,,,,,,,,,,,,,,,,,,
,you are getting fat,Disgust,Red_Flag,condescending,Active_abuse,,,,,,,,,,,,,,,,,,,,
,You are my entire world. Never leave me.,Sad,Red_Flag,manipulation,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,You are my property,Angry,Red_Flag,manipulation,Love_Bombing,,,,,,,,,,,,,,,,,,,,
,You are my world. I'd kill myself if you ever left me.,frustration,Red_Flag,manipulation,Active_abuse,,,,,,,,,,,,,,,,,,,,
,you are overthinking things.,Angry,Red_Flag,manipulation,Active_abuse,,,,,,,,,,,,,,,,,,,,
,You are so lucky that I let you stay home and not work all day.,Normal,Red_Flag,manipulation,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,you are starting to sound just like my exes,Disgust,Red_Flag,history_of_poor_relationships,Love_Bombing,,,,,,,,,,,,,,,,,,,,
,you are such a cunt,Disgust,Red_Flag,condescending,Active_abuse,,,,,,,,,,,,,,,,,,,,
,You are the only reason I do not kill myself,Sad,Red_Flag,threatening,Active_abuse,,,,,,,,,,,,,,,,,,,,
,you are too sensitive,Disgust,Red_Flag,manipulation,Active_abuse,,,,,,,,,,,,,,,,,,,,
,You are trash. ,Disgust,Red_Flag,condescending,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,You better have the house clean by the time I get home.,Disgust,Red_Flag,threatening,Active_abuse,,,,,,,,,,,,,,,,,,,,
,you bitch,Angry,Red_Flag,condescending,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,You can never get anything right.,Disgust,Red_Flag,condescending,Active_abuse,,,,,,,,,,,,,,,,,,,,
,you can not do that after work,Angry,Red_Flag,manipulation,Active_abuse,,,,,,,,,,,,,,,,,,,,
,You can't call me your boyfriend. I don't believe in labels.,frustration,Red_Flag,sexual_issues,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,You can't control who I talk to.,Disgust,Red_Flag,sexual_issues,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,You can't do anything right.,Disgust,Red_Flag,condescending,Active_abuse,,,,,,,,,,,,,,,,,,,,
,You can't do anything right.,Angry,Red_Flag,manipulation,Active_abuse,,,,,,,,,,,,,,,,,,,,
,You can't expect me to be faithful all the time.,frustration,Red_Flag,sexual_issues,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,You can't expect me to be loyal if you don't give me what I want.,frustration,Red_Flag,sexual_issues,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,You can't expect me to stay loyal all the time.,Angry,Red_Flag,sexual_issues,Active_abuse,,,,,,,,,,,,,,,,,,,,
,You can't go anywhere without telling me first.,Angry,Red_Flag,Isolating,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,you can't have male friends anymore,Angry,Red_Flag,isolating,Active_abuse,,,,,,,,,,,,,,,,,,,,
,You can't make decisions without me.,Angry,Red_Flag,manipulation,Active_abuse,,,,,,,,,,,,,,,,,,,,
,You can't say no to me or I'll hurt myself. I need sexual release.,frustration,Red_Flag,sexual_issues,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,"You can't say no to me, we are married.",Disgust,Red_Flag,sexual_issues,Active_abuse,,,,,,,,,,,,,,,,,,,,
,You can't say no to me; we're in a relationship.,Angry,Red_Flag,sexual_issues,Active_abuse,,,,,,,,,,,,,,,,,,,,
,You can't say no to me.,Angry,Red_Flag,sexual_issues,Active_abuse,,,,,,,,,,,,,,,,,,,,
,you caused me to act like this,Disgust,Red_Flag,manipulation,Active_abuse,,,,,,,,,,,,,,,,,,,,
,You disgust me.  I don't want to look at you.,Disgust,Red_Flag,condescending,Active_abuse,,,,,,,,,,,,,,,,,,,,
,You do not deserve respect,Angry,Red_Flag,condescending,Active_abuse,,,,,,,,,,,,,,,,,,,,
,You do not need anyone else besides me,frustration,Red_Flag,isolating,Active_abuse,,,,,,,,,,,,,,,,,,,,
,You don't deserve my respect.,Disgust,Red_Flag,condescending,Love_Bombing,,,,,,,,,,,,,,,,,,,,
,You don't deserve to know.,Disgust,Red_Flag,trust_issues,Active_abuse,,,,,,,,,,,,,,,,,,,,
,You don't need access to the bank account. I can do it for you.,frustration,Red_Flag,manipulation,Active_abuse,,,,,,,,,,,,,,,,,,,,
,You don't need anyone but me.,frustration,Red_Flag,isolating,Active_abuse,,,,,,,,,,,,,,,,,,,,
,You don't need anyone else but me.,Angry,Red_Flag,trust_issues,Love_Bombing,,,,,,,,,,,,,,,,,,,,
,You don't need anyone else.,Disgust,Red_Flag,isolating,Love_Bombing,,,,,,,,,,,,,,,,,,,,
,You don't need friends,frustration,Red_Flag,isolating,Love_Bombing,,,,,,,,,,,,,,,,,,,,
,You don't need to go out with friends; you have me.,Emotion,Red_Flag,trust_issues,Active_abuse,,,,,,,,,,,,,,,,,,,,
,You don't need to go out with your friends anymore.,Sad,Red_Flag,isolating,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,You don't need to go out with your friends. Just stay home with me all the time.,Normal,Red_Flag,isolating,Active_abuse,,,,,,,,,,,,,,,,,,,,
,You don't need to go out; you have everything you need at home.,frustration,Red_Flag,isolating,Active_abuse,,,,,,,,,,,,,,,,,,,,
,You don't need to go to college. You already have a good job.,frustration,Red_Flag,isolating,Active_abuse,,,,,,,,,,,,,,,,,,,,
,You don't need to hang out with anyone else.,frustration,Red_Flag,isolating,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,You don't need to know.,Disgust,Red_Flag,trust_issues,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,You don't need to see your friends when you have me.,Disgust,Red_Flag,trust_issues,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,You don't own me.,Disgust,Red_Flag,sexual_issues,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,You don't want to cross me.,Angry,Red_Flag,threatening,Active_abuse,,,,,,,,,,,,,,,,,,,,
,You don't want to make me angry.,Angry,Red_Flag,threatening,Active_abuse,,,,,,,,,,,,,,,,,,,,
,You don't want to push me.,frustration,Red_Flag,threatening,Active_abuse,,,,,,,,,,,,,,,,,,,,
,You don't want to see me angry.,Angry,Red_Flag,threatening,Active_abuse,,,,,,,,,,,,,,,,,,,,
,You don't want to see what I'll do next.,Angry,Red_Flag,threatening,Active_abuse,,,,,,,,,,,,,,,,,,,,
,You embarrass me.,Disgust,Red_Flag,condescending,Active_abuse,,,,,,,,,,,,,,,,,,,,
,"You have to cancel your plans, we are doing something else. ",Angry,Red_Flag,manipulation,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,you have to wear this outfit I picked for you. In fact I picked all your outfits,Normal,Red_Flag,manipulation,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,"you look ugly, go change",Disgust,Red_Flag,manipulation,Active_abuse,,,,,,,,,,,,,,,,,,,,
,You made me crazy,Disgust,Red_Flag,manipulation,Active_abuse,,,,,,,,,,,,,,,,,,,,
,you made me do it.,frustration,Red_Flag,manipulation,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,you made me do this to you,frustration,Red_Flag,manipulation,Active_abuse,,,,,,,,,,,,,,,,,,,,
,You make me feel bad if you don't do this.,frustration,Red_Flag,manipulation,Active_abuse,,,,,,,,,,,,,,,,,,,,
,You make my life worth living.,Sad,Red_Flag,manipulation,Love_Bombing,,,,,,,,,,,,,,,,,,,,
,You must be cheating on me if you're out so late.,frustration,Red_Flag,Isolating,Love_Bombing,,,,,,,,,,,,,,,,,,,,
,You must be hiding something from me.,Angry,Red_Flag,trust_issues,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,You must be lying about where you were.,Angry,Red_Flag,trust_issues,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,You must be lying again.,frustration,Red_Flag,trust_issues,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,you must not actually love me,Sad,Red_Flag,manipulation,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,"you must think you are so smart, but you are not",Disgust,Red_Flag,manipulation,Active_abuse,,,,,,,,,,,,,,,,,,,,
,You need me more than I need you.,frustration,Red_Flag,manipulation,Active_abuse,,,,,,,,,,,,,,,,,,,,
,You need to  wear heels tonight. ,frustration,Red_Flag,manipulation,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,You need to change your personality; it's too overwhelming.,frustration,Red_Flag,manipulation,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,You need to lose weight if you want to stay with me.,Disgust,Red_Flag,manipulation,Active_abuse,,,,,,,,,,,,,,,,,,,,
,You need to send me a picture to prove where you are.,Angry,Red_Flag,Isolating,Active_abuse,,,,,,,,,,,,,,,,,,,,
,You need to stop talking so much. It’s annoying.,Disgust,Red_Flag,manipulation,Active_abuse,,,,,,,,,,,,,,,,,,,,
,You never do anything properly.,Disgust,Red_Flag,manipulation,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,You never do anything right.,Disgust,Red_Flag,condescending,Active_abuse,,,,,,,,,,,,,,,,,,,,
,"You never listen, you stupid bitch.",Disgust,Red_Flag,condescending,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,You never tell me the full story.,Angry,Red_Flag,trust_issues,Active_abuse,,,,,,,,,,,,,,,,,,,,
,You never tell me the truth.,frustration,Red_Flag,trust_issues,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,You never try hard enough.,Disgust,Red_Flag,manipulation,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,You owe me for all I've done.,Disgust,Red_Flag,manipulation,Active_abuse,,,,,,,,,,,,,,,,,,,,
,You owe me for all the things I've done for you.,Angry,Red_Flag,manipulation,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,You owe me this after everything I've done for you.,frustration,Red_Flag,sexual_issues,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,You owe me this for all I do for you.,Sad,Red_Flag,sexual_issues,Active_abuse,,,,,,,,,,,,,,,,,,,,
,You owe me this for everything I do for you.,Normal,Red_Flag,sexual_issues,Active_abuse,,,,,,,,,,,,,,,,,,,,
,You owe me this.,frustration,Red_Flag,sexual_issues,Active_abuse,,,,,,,,,,,,,,,,,,,,
,You should always ask for my permission.,frustration,Red_Flag,manipulation,Active_abuse,,,,,,,,,,,,,,,,,,,,
,You should always check with me first.,Angry,Red_Flag,manipulation,Active_abuse,,,,,,,,,,,,,,,,,,,,
,You should be grateful for everything I do for you.,Angry,Red_Flag,manipulation,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,You should be grateful I chose you.,Disgust,Red_Flag,manipulation,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,You should be grateful I'm with you.,frustration,Red_Flag,manipulation,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,You should be more adventurous sexually.,frustration,Red_Flag,sexual_issues,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,You should be more adventurous. It's not like I'm actually choking you. ,Disgust,Red_Flag,sexual_issues,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,You should be more open to trying new things.,Disgust,Red_Flag,sexual_issues,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,You should be thankful to be with me.,Sad,Red_Flag,manipulation,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,You should be willing to try new things in bed.,Angry,Red_Flag,sexual_issues,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,"You should be with me, not them.",Angry,Red_Flag,isolating,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,You should change your hobbies; they're not interesting.,Disgust,Red_Flag,manipulation,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,You should do this if you care about me.,Sad,Red_Flag,manipulation,Active_abuse,,,,,,,,,,,,,,,,,,,,
,You should do this if you really love me.,frustration,Red_Flag,manipulation,Love_Bombing,,,,,,,,,,,,,,,,,,,,
,You should feel bad for not doing this.,Disgust,Red_Flag,manipulation,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,You should feel guilty for what you did.,Disgust,Red_Flag,manipulation,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,You should focus more on our relationship.,Angry,Red_Flag,isolating,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,You should focus more on us.,Angry,Red_Flag,isolating,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,You should have seen how ridiculous they looked in that outfit.,Disgust,Red_Flag,condescending,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,You should not do anything without asking me first.,Angry,Red_Flag,manipulation,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,"You should not go to your class anymore, it's turning you against me.",frustration,Red_Flag,isolating,Active_abuse,,,,,,,,,,,,,,,,,,,,
,You should only do what I say.,Angry,Red_Flag,manipulation,Active_abuse,,,,,,,,,,,,,,,,,,,,
,You should only have eyes for me.,Angry,Red_Flag,trust_issues,Active_abuse,,,,,,,,,,,,,,,,,,,,
,You should quit your job and do something I approve of.,frustration,Red_Flag,manipulation,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,You should quit your job and stay home with me.,Sad,Red_Flag,isolating,Active_abuse,,,,,,,,,,,,,,,,,,,,
,You should run everything by me first.,frustration,Red_Flag,manipulation,Active_abuse,,,,,,,,,,,,,,,,,,,,
,You should spend all your time with me. I need you.,Sad,Red_Flag,isolating,Active_abuse,,,,,,,,,,,,,,,,,,,,
,You should spend less time with your family.,Normal,Red_Flag,isolating,Love_Bombing,,,,,,,,,,,,,,,,,,,,
,You should stay home with me instead of going to work.,Normal,Red_Flag,isolating,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,You should stay home with me.,frustration,Red_Flag,isolating,Love_Bombing,,,,,,,,,,,,,,,,,,,,
,You should stop hanging out with your friends; they're a bad influence.,Disgust,Red_Flag,manipulation,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,You shouldn't be friends with other people.,Normal,Red_Flag,trust_issues,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,You shouldn't be so possessive.,frustration,Red_Flag,sexual_issues,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,You shouldn't be so uptight.,Disgust,Red_Flag,sexual_issues,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,You shouldn't be texting other people.,Angry,Red_Flag,trust_issues,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,You shouldn't care who I talk to.,frustration,Red_Flag,sexual_issues,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,You shouldn't have your own bank account.,Normal,Red_Flag,manipulation,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,You shouldn't make plans without me.,Angry,Red_Flag,manipulation,Active_abuse,,,,,,,,,,,,,,,,,,,,
,You shouldn't make plans without me.,frustration,Red_Flag,manipulation,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,You shouldn't say no to me. Don't you trust me.,Angry,Red_Flag,sexual_issues,Active_abuse,,,,,,,,,,,,,,,,,,,,
,You shouldn't spend so much time on your interests. Focus on what I like.,Angry,Red_Flag,manipulation,Active_abuse,,,,,,,,,,,,,,,,,,,,
,You shouldn't worry about my other relationships.,Disgust,Red_Flag,sexual_issues,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,You shouldn't worry about who I talk to.,Disgust,Red_Flag,sexual_issues,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,You spend too much time with other people.,frustration,Red_Flag,trust_issues,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,You spend too much time with others.,Disgust,Red_Flag,trust_issues,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,You will obey me,Angry,Red_Flag,manipulation,Active_abuse,,,,,,,,,,,,,,,,,,,,
,You wouldn't understand; it’s too complicated for you.,Disgust,Red_Flag,manipulation,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,"You'll be sorry if you cross me. You wouldn't want anything to happen your cat, would you?",Angry,Red_Flag,threatening,Active_abuse,,,,,,,,,,,,,,,,,,,,
,You'll be sorry if you leave.,Angry,Red_Flag,threatening,Active_abuse,,,,,,,,,,,,,,,,,,,,
,You'll be sorry if you try to leave.,Angry,Red_Flag,threatening,Active_abuse,,,,,,,,,,,,,,,,,,,,
,You'll never understand this.,Disgust,Red_Flag,manipulation,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,You'll pay for that.,Angry,Red_Flag,threatening,Active_abuse,,,,,,,,,,,,,,,,,,,,
,You'll regret it if you cross me.,Angry,Red_Flag,threatening,Active_abuse,,,,,,,,,,,,,,,,,,,,
,You'll regret it if you don't do what I say.,Angry,Red_Flag,threatening,Active_abuse,,,,,,,,,,,,,,,,,,,,
,You'll regret making me angry.,Angry,Red_Flag,threatening,Active_abuse,,,,,,,,,,,,,,,,,,,,
,you're a complete failure.,Disgust,Red_Flag,manipulation,Active_abuse,,,,,,,,,,,,,,,,,,,,
,"You're a complete idiot, too stupid to learn how to behave.",frustration,Red_Flag,condescending,Active_abuse,,,,,,,,,,,,,,,,,,,,
,You're a complete loser.,Disgust,Red_Flag,condescending,Active_abuse,,,,,,,,,,,,,,,,,,,,
,you're a failure at everything.,Angry,Red_Flag,manipulation,Active_abuse,,,,,,,,,,,,,,,,,,,,
,you're a goddamn waste of time.,Angry,Red_Flag,condescending,Active_abuse,,,,,,,,,,,,,,,,,,,,
,You're a joke.,Angry,Red_Flag,condescending,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,you're a piece of shit.,Angry,Red_Flag,condescending,Active_abuse,,,,,,,,,,,,,,,,,,,,
,You're a total freak.,Disgust,Red_Flag,condescending,Active_abuse,,,,,,,,,,,,,,,,,,,,
,You're a waste of space.,Disgust,Red_Flag,condescending,Active_abuse,,,,,,,,,,,,,,,,,,,,
,you're a waste of space.,Angry,Red_Flag,manipulation,Active_abuse,,,,,,,,,,,,,,,,,,,,
,You're acting like a complete idiot.,Angry,Red_Flag,condescending,Active_abuse,,,,,,,,,,,,,,,,,,,,
,you're always a disappointment.,Disgust,Red_Flag,condescending,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,You're always blowing things out of proportion.,Angry,Red_Flag,manipulation,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,you're always causing problems for us.,frustration,Red_Flag,manipulation,Active_abuse,,,,,,,,,,,,,,,,,,,,
,you're always embarrassing me.,Disgust,Red_Flag,manipulation,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,You're always exaggerating things.  You aren't even that hurt.,Angry,Red_Flag,manipulation,Active_abuse,,,,,,,,,,,,,,,,,,,,
,You're always hiding something from me.,Angry,Red_Flag,trust_issues,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,You're always imagining things. I didn't hit you hard enough to bruise you.,Sad,Red_Flag,manipulation,Active_abuse,,,,,,,,,,,,,,,,,,,,
,You're always lying to me about who you've been talking to.,frustration,Red_Flag,trust_issues,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,You're always making me doubt you.,frustration,Red_Flag,trust_issues,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,you're always making me feel guilty for getting upset,Angry,Red_Flag,manipulation,Active_abuse,,,,,,,,,,,,,,,,,,,,
,You're always making things harder for me.,Angry,Red_Flag,manipulation,Active_abuse,,,,,,,,,,,,,,,,,,,,
,You're always making things up.,Angry,Red_Flag,manipulation,Active_abuse,,,,,,,,,,,,,,,,,,,,
,you're always making things worse.,Angry,Red_Flag,manipulation,Active_abuse,,,,,,,,,,,,,,,,,,,,
,you're always messing things up.,Disgust,Red_Flag,condescending,Active_abuse,,,,,,,,,,,,,,,,,,,,
,You're always misremembering things.,Disgust,Red_Flag,manipulation,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,You're always overreacting.,Angry,Red_Flag,manipulation,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,You're always screwing things up.,Angry,Red_Flag,manipulation,Active_abuse,,,,,,,,,,,,,,,,,,,,
,You're always sneaking around.,frustration,Red_Flag,trust_issues,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,You're always so dramatic. I did nothing wrong.,Disgust,Red_Flag,manipulation,Active_abuse,,,,,,,,,,,,,,,,,,,,
,You're always so secretive.,Disgust,Red_Flag,trust_issues,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,you're always so secretive. Let me see your phone.,Angry,Red_Flag,trust_issues,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,you're always so useless.,Angry,Red_Flag,condescending,Active_abuse,,,,,,,,,,,,,,,,,,,,
,you're always such a burden.,Angry,Red_Flag,condescending,Active_abuse,,,,,,,,,,,,,,,,,,,,
,you're always such a mess.,Angry,Red_Flag,condescending,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,You're always twisting my words.,frustration,Red_Flag,manipulation,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,You're always up to something behind my back. That's why I have to know what you are doing all the time.,frustration,Red_Flag,manipulation,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,You're always up to something.,frustration,Red_Flag,trust_issues,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,you're being dramatic about it.,frustration,Red_Flag,manipulation,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,you're being really childish about this.,Disgust,Red_Flag,sexual_issues,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,you're better off without them.,Disgust,Red_Flag,isolating,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,You're blowing things out of proportion.,frustration,Red_Flag,manipulation,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,You're boring if you don't join me.,Disgust,Red_Flag,substance_abuse,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,"You're cheating on me, aren't you?",Sad,Red_Flag,trust_issues,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,"you're cheating on me, I can tell.",Angry,Red_Flag,trust_issues,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,You're crazy if you think that's true.,Disgust,Red_Flag,manipulation,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,you're different from all the other girls,Normal,Red_Flag,manipulation,Love_Bombing,,,,,,,,,,,,,,,,,,,,
,you're embarrassing to be seen with.,Disgust,Red_Flag,condescending,Active_abuse,,,,,,,,,,,,,,,,,,,,
,You're everything I've ever wanted.,Normal,Red_Flag,manipulation,Love_Bombing,,,,,,,,,,,,,,,,,,,,
,You're imagining things again. Why don't you trust me?,Angry,Red_Flag,manipulation,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,You're just a pathetic excuse for a partner.,Angry,Red_Flag,condescending,Active_abuse,,,,,,,,,,,,,,,,,,,,
,You're just being paranoid.,Disgust,Red_Flag,manipulation,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,You're just being too sensitive about everything.,frustration,Red_Flag,manipulation,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,You're just making that up to hurt me.,Angry,Red_Flag,manipulation,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,You're just trying to start a fight.,Angry,Red_Flag,manipulation,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,you're lucky I chose you.,Disgust,Red_Flag,manipulation,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,you're lucky I even talk to you.,Angry,Red_Flag,manipulation,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,you're lucky I give you my time.,frustration,Red_Flag,manipulation,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,you're lucky I'm with you.,frustration,Red_Flag,condescending,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,You're making a big deal out of nothing.,frustration,Red_Flag,substance_abuse,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,you're making a mountain out of a molehill.,frustration,Red_Flag,substance_abuse,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,you're making a mountain out of a molehill. I didn't even do anything wrong.,frustration,Red_Flag,manipulation,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,you're making me do this because of your actions.,Angry,Red_Flag,manipulation,Active_abuse,,,,,,,,,,,,,,,,,,,,
,you're making me do this.,Angry,Red_Flag,manipulation,Active_abuse,,,,,,,,,,,,,,,,,,,,
